respondent_id,age_group,gender,college_year,monthly_budget_range,avg_monthly_budget,income_source,primary_upi_app,perceives_upi_risky,upi_usage_reason,weekly_tx_range,avg_weekly_tx,pct_unplanned,pct_unplanned_avg,balance_check_habit,tracks_expenses,ran_out_of_money,flag_morning,flag_afternoon,flag_evening,flag_latenight,flag_postmidnight,trigger_boredom,trigger_fomo,trigger_latenight,trigger_cashback,trigger_stress_relief,trigger_scarcity_notif,trigger_cart_abandon,trigger_exam_season,regret_frequency,cat_food_delivery,cat_grocery,cat_online_shopping,cat_subscriptions,cat_gaming,cat_gadgets,cat_offline_cafe,cat_other,post_regret_action,hidden_purchase,regret_intensity,high_regret,regret_description,impulse_composite_score,cluster,cluster_name
3024,18-21,Male,Ug,Rs1000 - Rs3000,5000.0,100% Parents Money,Google Pay (GPay),1,Safety,8-15,10.0,20-40%,30,2,1,3,0,0,0,1,0,1,1,1,2,1,1,1,1,1,0,0,1,0,0,0,1,0,Accept it or move on,2,10,1,"on the 1st of April I was purchase two umbrellas of amount 1240, I was thinking that this will be an ocm purchase, but today when I got it and unbox it, I was feeling anxiety to show it to my friends and then me and my who was the partner of another umbrella, we packed it back hand to hand for return without  showing anyone.",1.125,2.0,Controlled Spenders
3025,18-21,Male,Ug,Rs1000 - Rs3000,2100.0,I have an internship / part-time job,PhonePe,0,Comfort,4-7,6.0,40-60%,50,3,1,0,0,0,1,0,0,1,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,Accept it or move on,2,3,0,,1.125,0.0,Routine Evening Spenders
3026,18-21,Male,Ug,< Rs1000,750.0,100% Parents Money,Bhim UPI,1,Convenience,4-7,5.0,<20%,10,0,0,0,0,0,1,0,0,1,1,1,4,1,1,1,1,0,0,0,0,0,0,0,1,0,Accept it or move on,0,3,0,Most of my transactions are ticket bookings !!,1.375,0.0,Routine Evening Spenders
3027,18-21,Male,Ug,Rs3000 - Rs6000,5000.0,Mix of parents + I earn something on the side,Google Pay (GPay),1,Convenience,8-15,12.0,40-60%,50,3,2,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Accept it or move on,0,3,0,,1.0,0.0,Routine Evening Spenders
3028,18-21,Male,Ug,Rs3000 - Rs6000,4000.0,Mix of parents + I earn something on the side,Paytm,1,Merchant preference,8-15,12.0,<20%,10,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,Accept it or move on,0,1,0,,1.0,0.0,Routine Evening Spenders
3029,18-21,Male,Ug,Rs3000 - Rs6000,5500.0,Mix of parents + I earn something on the side,Paytm,1,Comfort,8-15,13.0,20-40%,30,3,1,1,0,0,1,1,0,2,1,3,2,4,3,1,2,1,1,0,0,0,0,1,1,0,Accept it or move on,0,4,0,,2.25,0.0,Routine Evening Spenders
3030,18-21,Male,Ug,Rs1000 - Rs3000,1500.0,Mix of parents + I earn something on the side,Navi UPI,1,Safety,4-7,7.0,40-60%,50,2,2,0,0,0,0,1,0,1,1,1,3,1,3,1,1,0,1,0,0,0,0,0,1,0,See my expense and feel worse,0,7,1,"I did not regret a transaction so much that I remember it, but prolly it must be on food.. all digital transactions except food i make are 100 % preplanned and I never regret them. I am not overspending; I am really happy with my financial status. I have been saving money since I started out and I now have aprx 25000 saved only from my pocket money which I plan to keep going on (Mutual Funds) (my parents dont know about it btw)...Also i dont wish to share my email address",1.5,2.0,Controlled Spenders
3031,Under 18,Male,Ug,Rs6000+,6500.0,100% Parents Money,Navi UPI,1,Comfort,15+,30.0,80%+,90,0,0,3,1,1,1,1,1,1,2,1,4,4,2,2,4,1,1,1,0,0,0,0,1,0,Accept it or move on,2,2,0,,2.5,1.0,High Impulsive Spenders
3032,18-21,Male,Ug,Rs6000+,7000.0,100% Parents Money,Google Pay (GPay),1,Comfort,15+,25.0,80%+,90,0,1,3,1,1,1,1,1,1,2,3,1,3,1,1,3,4,0,0,0,0,0,0,0,0,Buy Something else to feel better,2,1,0,I bought a biryani from one restaurant and I didn’t like it my friend told me not to order again and i didnt I should’ve ordered from another restaurant ,1.875,1.0,High Impulsive Spenders
3033,18-21,Male,Ug,< Rs1000,3000.0,100% Parents Money,Google Pay (GPay),1,Comfort,4-7,5.0,<20%,10,1,2,0,0,0,1,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Accept it or move on,0,1,0,,1.125,0.0,Routine Evening Spenders
3034,18-21,Male,Ug,< Rs1000,750.0,100% Parents Money,Google Pay (GPay),1,Comfort,4-7,5.0,40-60%,50,2,1,0,0,0,1,1,0,1,1,1,2,2,1,1,3,1,1,0,0,0,0,0,1,0,Accept it or move on,2,3,0,,1.5,0.0,Routine Evening Spenders
3035,18-21,Male,Ug,Rs1000 - Rs3000,2000.0,100% Parents Money,Paytm,1,Safety,15+,18.0,20-40%,30,2,2,0,0,0,1,1,0,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,1,0,Accept it or move on,0,1,0,,1.125,0.0,Routine Evening Spenders
3036,18-21,Male,Ug,Rs1000 - Rs3000,2000.0,100% Parents Money,Google Pay (GPay),1,Comfort,8-15,12.0,40-60%,50,2,0,2,0,1,0,0,0,1,1,1,3,1,3,1,1,2,0,0,0,0,0,0,1,0,Accept it or move on,1,4,0,,1.5,2.0,Controlled Spenders
3037,22-25,Female,Pg,Rs3000 - Rs6000,4000.0,Mix of parents + I earn something on the side,Google Pay (GPay),1,Comfort,15+,19.0,80%+,90,1,1,1,0,1,1,1,0,1,1,1,2,4,1,1,1,1,1,1,0,1,0,0,1,0,See my expense and feel worse,2,9,1,"I've recently gotten addicted to white sauce/cheesy pastas and I buy it from zomato, blinkit and sometimes njc. It is my guilty pleasure and I keep eating it when I'm sad or depressed and it cheers me up.!",1.5,0.0,Routine Evening Spenders
3038,18-21,Male,Ug,Rs3000 - Rs6000,4500.0,100% Parents Money,Google Pay (GPay),1,Comfort,4-7,5.0,40-60%,50,1,1,3,0,0,1,1,0,1,1,2,3,1,1,1,2,1,1,0,0,0,0,0,0,0,Accept it or move on,0,6,1,,1.5,0.0,Routine Evening Spenders
